id,timestamp,hour,symbol,side,size,price,tickDirection,trdMatchID,volTime,tickTime
2951262,2019-01-06T11:00:04.240Z,19010611,XBTUSD,Buy,5000,3820.5,ZeroPlusTick,d3e53913-0e8f-5832-7fc7-f030fa38d62e,5000,1
2951274,2019-01-06T11:00:04.240Z,19010611,XBTUSD,Buy,1600,3820.5,ZeroPlusTick,d6e34c68-49c1-6ec4-639b-f3ab06d679a5,6600,2
2951298,2019-01-06T11:00:05.360Z,19010611,XBTUSD,Buy,44,3820.5,ZeroPlusTick,b3af6820-b1ed-350e-91dd-05b698241080,6644,3
2951263,2019-01-06T11:00:04.240Z,19010611,XBTUSD,Buy,382,3820.5,ZeroPlusTick,8fd66c99-4c3e-eeb6-ae7a-293e7cfb02f6,7026,4
2951267,2019-01-06T11:00:04.240Z,19010611,XBTUSD,Buy,520,3820.5,ZeroPlusTick,bb9e7891-d0f3-682a-983c-b73677c2fb78,7546,5
2951256,2019-01-06T11:00:04.240Z,19010611,XBTUSD,Buy,7667,3820.5,ZeroPlusTick,ad3ca0ad-5b78-25c4-1a8f-1ea52ef5f307,15213,6
2951269,2019-01-06T11:00:04.240Z,19010611,XBTUSD,Buy,1,3820.5,ZeroPlusTick,374456fc-eb9c-d4f7-2c5e-4b74d9a0906e,15214,7
2951315,2019-01-06T11:00:06.902Z,19010611,XBTUSD,Buy,1189,3820.5,ZeroPlusTick,636bfed0-99e4-45ce-4e63-31e0299b74f8,16403,8
2951333,2019-01-06T11:00:06.902Z,19010611,XBTUSD,Buy,100,3820.5,ZeroPlusTick,045bbdb7-aabf-22cb-1f7a-97d854d88538,16503,9
2951249,2019-01-06T11:00:03.747Z,19010611,XBTUSD,Sell,2975,3820,MinusTick,1be9461b-6d71-7cb2-1680-3e04072a1d02,19478,10
2951250,2019-01-06T11:00:03.754Z,19010611,XBTUSD,Sell,2896,3820,ZeroMinusTick,7802f927-f595-57a1-3ddb-3b333f5a368e,22374,11
2951252,2019-01-06T11:00:03.851Z,19010611,XBTUSD,Sell,500,3820,MinusTick,82f8bdcd-a964-50ba-11ef-dedef57627b2,22874,12
2951253,2019-01-06T11:00:03.988Z,19010611,XBTUSD,Sell,26,3820,ZeroMinusTick,5b798126-29ec-9ba7-2424-4b041d644f51,22900,13
2951255,2019-01-06T11:00:04.240Z,19010611,XBTUSD,Buy,7944,3820.5,PlusTick,15a8fb44-4a63-62fb-4a71-1b6265bee1fa,30844,14
2951265,2019-01-06T11:00:04.240Z,19010611,XBTUSD,Buy,625,3820.5,ZeroPlusTick,c9cd75c2-246d-cbf6-c52b-f4d68aa94bf5,31469,15
2951260,2019-01-06T11:00:04.240Z,19010611,XBTUSD,Buy,66,3820.5,ZeroPlusTick,63964927-534e-3a98-3e55-f325e3ac8a96,31535,16
