timestamp,reformattedDate,hour,symbol,side,size,price,tickDirection,trdMatchID,volTime,tickTime
2018-12-14 05:44:54.403,181218225146987,18121405,XBTUSD,Buy,7,3250.5,ZeroPlusTick,ea19f7be-8f52-67a8-ceed-f86d0cbbb7f9,7,1
2018-12-14 05:44:54.403,181218225146989,18121405,XBTUSD,Buy,6002,3250.5,ZeroPlusTick,4ae9ec9d-c728-d3fc-4368-a0bb23f23e83,6009,2
2018-12-14 05:44:55.219,181218225146989,18121405,XBTUSD,Buy,500,3250.5,ZeroPlusTick,98723aaa-a975-55ba-491a-e39c214d3772,6509,3
2018-12-14 05:44:55.219,181218225146989,18121405,XBTUSD,Buy,774,3250.5,ZeroPlusTick,b0236ac3-f25a-27d0-6da1-3abe0a59351b,7283,4
2018-12-14 05:44:55.525,181218225146989,18121405,XBTUSD,Buy,100,3250.5,ZeroPlusTick,9a668cf9-8144-415f-7eca-6e2e30ceda20,7383,5
2018-12-14 05:44:55.532,181218225146989,18121405,XBTUSD,Buy,24,3250.5,ZeroPlusTick,f889c305-a519-2356-7547-9b079b592a7f,7407,6
2018-12-14 05:44:55.532,181218225146989,18121405,XBTUSD,Buy,3000,3250.5,ZeroPlusTick,b1140923-17f2-f7ba-def6-12b3dd1bd9fb,10407,7
2018-12-14 05:44:55.532,181218225146989,18121405,XBTUSD,Buy,2032,3250.5,ZeroPlusTick,31194f38-1164-e1cb-3bf2-0c4febefee9e,12439,8
2018-12-14 05:44:55.765,181218225146989,18121405,XBTUSD,Buy,20,3251,ZeroPlusTick,4b7189f7-3302-88ea-0ec1-6a3dfa28c754,12459,9
2018-12-14 05:44:55.765,181218225146989,18121405,XBTUSD,Buy,10,3251,ZeroPlusTick,47ea3abd-f7c9-9c48-88e7-baf2f8c13f57,12469,10
2018-12-14 05:44:57.211,181218225146989,18121405,XBTUSD,Buy,9,3251,ZeroPlusTick,f0108ab5-0e2c-902b-079d-78444908cbad,12478,11
2018-12-14 05:44:57.346,181218225146989,18121405,XBTUSD,Buy,9,3251,ZeroPlusTick,d50cd557-2b7c-3914-f692-ed8cfa529d28,12487,12
2018-12-14 05:44:57.446,181218225146989,18121405,XBTUSD,Buy,1571,3251,ZeroPlusTick,fba8678c-0074-edc2-696e-6892ac569dfa,14058,13
2018-12-14 05:44:57.446,181218225146989,18121405,XBTUSD,Buy,50,3251,ZeroPlusTick,6886a888-5d92-a8e6-fa4f-fe6753824b09,14108,14
2018-12-14 05:44:57.446,181218225146989,18121405,XBTUSD,Buy,10,3251,ZeroPlusTick,95377b7a-2f41-14ad-f447-4b8227466502,14118,15
2018-12-14 05:44:57.446,181218225146989,18121405,XBTUSD,Buy,206,3251,ZeroPlusTick,939a3778-4fbe-bd45-243d-552e852734f8,14324,16
