id,timestamp,hour,symbol,bidPrice,bidSize,askPrice,askSize,midPrice,microPrice
10280890,2019-01-06T10:00:03.833Z,19010610,XBTUSD,3795.5,1862700,3796,1758245,3795.75,3796
10280901,2019-01-06T10:00:03.945Z,19010610,XBTUSD,3795.5,1956827,3796,1777318,3795.75,3796
10280910,2019-01-06T10:00:04.607Z,19010610,XBTUSD,3795.5,2029980,3796,1781484,3795.75,3796
10280889,2019-01-06T10:00:03.789Z,19010610,XBTUSD,3795.5,1862700,3796,1764366,3795.75,3796
10280897,2019-01-06T10:00:03.921Z,19010610,XBTUSD,3795.5,1871995,3796,1777290,3795.75,3796
10280907,2019-01-06T10:00:04.292Z,19010610,XBTUSD,3795.5,2029979,3796,1781368,3795.75,3796
10280859,2019-01-06T10:00:02.531Z,19010610,XBTUSD,3795.5,1862699,3796,1764366,3795.75,3796
10280891,2019-01-06T10:00:03.841Z,19010610,XBTUSD,3795.5,1862700,3796,1780220,3795.75,3796
10280900,2019-01-06T10:00:03.936Z,19010610,XBTUSD,3795.5,1956826,3796,1777318,3795.75,3796
10280911,2019-01-06T10:00:04.610Z,19010610,XBTUSD,3795.5,2029981,3796,1781484,3795.75,3796
10280892,2019-01-06T10:00:03.879Z,19010610,XBTUSD,3795.5,1864599,3796,1780220,3795.75,3796
10280906,2019-01-06T10:00:04.283Z,19010610,XBTUSD,3795.5,2029929,3796,1781318,3795.75,3796
10280975,2019-01-06T10:00:07.899Z,19010610,XBTUSD,3795.5,1961773,3796,1722065,3795.75,3796
10280893,2019-01-06T10:00:03.890Z,19010610,XBTUSD,3795.5,1869299,3796,1780220,3795.75,3796
10280905,2019-01-06T10:00:04.026Z,19010610,XBTUSD,3795.5,2029929,3796,1777318,3795.75,3796
10280963,2019-01-06T10:00:05.753Z,19010610,XBTUSD,3795.5,2029983,3796,1723892,3795.75,3796
10280973,2019-01-06T10:00:07.193Z,19010610,XBTUSD,3795.5,1959985,3796,1723852,3795.75,3796
