id,timestamp,hour,symbol,bidPrice,bidSize,askPrice,askSize,midPrice,microPrice
9587170,2019-01-06T01:00:03.361Z,19010601,XBTUSD,3801,687357,3801.5,172563,3801.25,3801.5
9587190,2019-01-06T01:00:04.327Z,19010601,XBTUSD,3801,706086,3801.5,189617,3801.25,3801.5
9587219,2019-01-06T01:00:05.633Z,19010601,XBTUSD,3801,712020,3801.5,179996,3801.25,3801.5
9587175,2019-01-06T01:00:03.468Z,19010601,XBTUSD,3801,684533,3801.5,189945,3801.25,3801.5
9587189,2019-01-06T01:00:04.323Z,19010601,XBTUSD,3801,706085,3801.5,189617,3801.25,3801.5
9587197,2019-01-06T01:00:04.928Z,19010601,XBTUSD,3801,712303,3801.5,186443,3801.25,3801.5
9587216,2019-01-06T01:00:05.416Z,19010601,XBTUSD,3801,712305,3801.5,181443,3801.25,3801.5
9587262,2019-01-06T01:00:07.108Z,19010601,XBTUSD,3801,713851,3801.5,180185,3801.25,3801.5
9587297,2019-01-06T01:00:09.910Z,19010601,XBTUSD,3801,721697,3801.5,176582,3801.25,3801.5
9587177,2019-01-06T01:00:03.497Z,19010601,XBTUSD,3801,684833,3801.5,189482,3801.25,3801.5
9587187,2019-01-06T01:00:04.201Z,19010601,XBTUSD,3801,706084,3801.5,189548,3801.25,3801.5
9587218,2019-01-06T01:00:05.438Z,19010601,XBTUSD,3801,712305,3801.5,179996,3801.25,3801.5
9587258,2019-01-06T01:00:07.025Z,19010601,XBTUSD,3801,713807,3801.5,178185,3801.25,3801.5
9587281,2019-01-06T01:00:08.509Z,19010601,XBTUSD,3801,715436,3801.5,174045,3801.25,3801.5
9587289,2019-01-06T01:00:09.444Z,19010601,XBTUSD,3801,720197,3801.5,174045,3801.25,3801.5
9587319,2019-01-06T01:00:10.407Z,19010601,XBTUSD,3801,740204,3801.5,177582,3801.25,3801.5
9587330,2019-01-06T01:00:11.094Z,19010601,XBTUSD,3801,743758,3801.5,162680,3801.25,3801.5
9587176,2019-01-06T01:00:03.486Z,19010601,XBTUSD,3801,684833,3801.5,189945,3801.25,3801.5
9587193,2019-01-06T01:00:04.403Z,19010601,XBTUSD,3801,706053,3801.5,185929,3801.25,3801.5
9587215,2019-01-06T01:00:05.357Z,19010601,XBTUSD,3801,712305,3801.5,183443,3801.25,3801.5
9587265,2019-01-06T01:00:07.673Z,19010601,XBTUSD,3801,713862,3801.5,180045,3801.25,3801.5
9587284,2019-01-06T01:00:09.020Z,19010601,XBTUSD,3801,714697,3801.5,172045,3801.25,3801.5
9587293,2019-01-06T01:00:09.575Z,19010601,XBTUSD,3801,721697,3801.5,172582,3801.25,3801.5
9587169,2019-01-06T01:00:03.235Z,19010601,XBTUSD,3801,687347,3801.5,172563,3801.25,3801.5
9587188,2019-01-06T01:00:04.291Z,19010601,XBTUSD,3801,706084,3801.5,189617,3801.25,3801.5
9587198,2019-01-06T01:00:05.006Z,19010601,XBTUSD,3801,712304,3801.5,186443,3801.25,3801.5
9587263,2019-01-06T01:00:07.147Z,19010601,XBTUSD,3801,713852,3801.5,180185,3801.25,3801.5
9587282,2019-01-06T01:00:08.651Z,19010601,XBTUSD,3801,715436,3801.5,172045,3801.25,3801.5
9587288,2019-01-06T01:00:09.239Z,19010601,XBTUSD,3801,714697,3801.5,174045,3801.25,3801.5
9587298,2019-01-06T01:00:09.952Z,19010601,XBTUSD,3801,725204,3801.5,176582,3801.25,3801.5
9587333,2019-01-06T01:00:11.598Z,19010601,XBTUSD,3801,742771,3801.5,162650,3801.25,3801.5
9587172,2019-01-06T01:00:03.403Z,19010601,XBTUSD,3801,687357,3801.5,189945,3801.25,3801.5
9587186,2019-01-06T01:00:04.191Z,19010601,XBTUSD,3801,687274,3801.5,189548,3801.25,3801.5
9587199,2019-01-06T01:00:05.009Z,19010601,XBTUSD,3801,712305,3801.5,186443,3801.25,3801.5
9587264,2019-01-06T01:00:07.158Z,19010601,XBTUSD,3801,713862,3801.5,180185,3801.25,3801.5
9587283,2019-01-06T01:00:08.917Z,19010601,XBTUSD,3801,715536,3801.5,172045,3801.25,3801.5
9587296,2019-01-06T01:00:09.898Z,19010601,XBTUSD,3801,721697,3801.5,174582,3801.25,3801.5
9587324,2019-01-06T01:00:10.921Z,19010601,XBTUSD,3801,743757,3801.5,162680,3801.25,3801.5
9587336,2019-01-06T01:00:11.903Z,19010601,XBTUSD,3801,736972,3801.5,162650,3801.25,3801.5
9587370,2019-01-06T01:00:14.498Z,19010601,XBTUSD,3801,732311,3801.5,162650,3801.25,3801.5
9587390,2019-01-06T01:00:15.634Z,19010601,XBTUSD,3801,716716,3801.5,165376,3801.25,3801.5
9587410,2019-01-06T01:00:16.368Z,19010601,XBTUSD,3801,718469,3801.5,159697,3801.25,3801.5
9587471,2019-01-06T01:00:17.760Z,19010601,XBTUSD,3801,726034,3801.5,139663,3801.25,3801.5
9587493,2019-01-06T01:00:18.369Z,19010601,XBTUSD,3801,725495,3801.5,140632,3801.25,3801.5
9587500,2019-01-06T01:00:18.618Z,19010601,XBTUSD,3801,725996,3801.5,134632,3801.25,3801.5
9587173,2019-01-06T01:00:03.411Z,19010601,XBTUSD,3801,687334,3801.5,189945,3801.25,3801.5
9587191,2019-01-06T01:00:04.356Z,19010601,XBTUSD,3801,706075,3801.5,189617,3801.25,3801.5
9587259,2019-01-06T01:00:07.030Z,19010601,XBTUSD,3801,713807,3801.5,180185,3801.25,3801.5
9587279,2019-01-06T01:00:08.356Z,19010601,XBTUSD,3801,713436,3801.5,180045,3801.25,3801.5
9587295,2019-01-06T01:00:09.889Z,19010601,XBTUSD,3801,721697,3801.5,172582,3801.25,3801.5
9587323,2019-01-06T01:00:10.680Z,19010601,XBTUSD,3801,743717,3801.5,162680,3801.25,3801.5
9587331,2019-01-06T01:00:11.111Z,19010601,XBTUSD,3801,743773,3801.5,162680,3801.25,3801.5
9587344,2019-01-06T01:00:13.003Z,19010601,XBTUSD,3801,734974,3801.5,162650,3801.25,3801.5
9587368,2019-01-06T01:00:14.117Z,19010601,XBTUSD,3801,732467,3801.5,162650,3801.25,3801.5
9587387,2019-01-06T01:00:15.584Z,19010601,XBTUSD,3801,731815,3801.5,165476,3801.25,3801.5
9587404,2019-01-06T01:00:15.683Z,19010601,XBTUSD,3801,719345,3801.5,160376,3801.25,3801.5
9587415,2019-01-06T01:00:16.623Z,19010601,XBTUSD,3801,717690,3801.5,153697,3801.25,3801.5
9587469,2019-01-06T01:00:17.691Z,19010601,XBTUSD,3801,726034,3801.5,139497,3801.25,3801.5
9587489,2019-01-06T01:00:18.146Z,19010601,XBTUSD,3801,724533,3801.5,140632,3801.25,3801.5
