timestamp,reformattedDate,hour,symbol,side,size,price,tickDirection,trdMatchID,volTime,tickTime
2018-12-14 07:17:39.104,181218225152226,18121407,XBTUSD,Buy,10,3266,PlusTick,49fd26af-f742-8b80-c1bc-d04bb4d4d360,10,1
2018-12-14 07:18:12.014,181218225152226,18121407,XBTUSD,Buy,100,3266,PlusTick,c3ae145f-3d27-6dc0-1021-5772c7bf3b42,110,2
2018-12-14 07:38:25.355,181218225152226,18121407,XBTUSD,Buy,800,3270,PlusTick,854ddab0-e9d8-0e4d-1a94-81deb39f60fe,910,3
2018-12-14 07:39:00.947,181218225152226,18121407,XBTUSD,Buy,1,3271,PlusTick,d6efff09-92ab-9606-7fcb-2a19cf80f1f5,911,4
2018-12-14 07:00:07.237,181218225152226,18121407,XBTUSD,Sell,1017,3271.5,ZeroMinusTick,609367a6-1584-2bb8-0a2d-811767f3cd9b,1928,5
2018-12-14 07:00:07.359,181218225152226,18121407,XBTUSD,Sell,372,3271.5,ZeroMinusTick,cb9631ec-f5df-1ee6-fa23-8ac7a3d769f9,2300,6
2018-12-14 07:00:07.359,181218225152226,18121407,XBTUSD,Sell,120,3271.5,ZeroMinusTick,030e3873-6e6b-ab15-39aa-225451e52bae,2420,7
2018-12-14 07:00:10.991,181218225152226,18121407,XBTUSD,Sell,99,3271.5,ZeroMinusTick,d595e060-1248-822d-c79a-f800fbdb64ff,2519,8
2018-12-14 07:00:10.991,181218225152226,18121407,XBTUSD,Sell,50,3271.5,ZeroMinusTick,b192df4d-4c72-cca3-0aa8-991a845e2755,2569,9
2018-12-14 07:00:22.400,181218225152226,18121407,XBTUSD,Sell,250,3271.5,ZeroMinusTick,7f302915-8c13-dbfe-1271-c2c3fe4655fa,2819,10
2018-12-14 07:00:03.545,181218225152226,18121407,XBTUSD,Sell,255,3271.5,ZeroMinusTick,aad650bf-74b9-058a-35e7-f8d77ff19362,3074,11
2018-12-14 07:00:03.587,181218225152226,18121407,XBTUSD,Buy,461,3272,PlusTick,1dc6abbc-3511-86de-fa14-630fdaee227d,3535,12
2018-12-14 07:00:03.629,181218225152226,18121407,XBTUSD,Sell,4542,3271.5,ZeroMinusTick,4395c9c7-8c33-6048-bf8c-1320d8439f00,8077,13
2018-12-14 07:00:03.676,181218225152226,18121407,XBTUSD,Sell,1000,3271.5,ZeroMinusTick,90aa7796-56f1-4ad9-b81d-3a14c9db5d66,9077,14
2018-12-14 07:00:07.359,181218225152226,18121407,XBTUSD,Sell,33057,3271.5,ZeroMinusTick,20efe94f-cb88-bfe7-1d83-6aaaa20c3408,42134,15
2018-12-14 07:00:07.359,181218225152226,18121407,XBTUSD,Sell,163,3271.5,ZeroMinusTick,2bf5cae4-7a89-2a82-7695-4984a21e5e9b,42297,16
2018-12-14 07:00:07.359,181218225152226,18121407,XBTUSD,Sell,5999,3271.5,ZeroMinusTick,715c4286-e2d5-a287-03bc-2e0daecd6194,48296,17
2018-12-14 07:00:10.204,181218225152226,18121407,XBTUSD,Sell,161,3271.5,MinusTick,bdb94cc7-bec7-df06-6392-e4b1cc07643a,48457,18
2018-12-14 07:00:10.991,181218225152226,18121407,XBTUSD,Sell,50,3271.5,ZeroMinusTick,5621aba8-33fd-e790-171b-e4bdbb064174,48507,19
2018-12-14 07:00:10.991,181218225152226,18121407,XBTUSD,Sell,677,3271.5,ZeroMinusTick,e1bc6f94-b699-a38a-c000-96e038e6bacb,49184,20
2018-12-14 07:00:12.794,181218225152226,18121407,XBTUSD,Sell,250,3271.5,MinusTick,67977a06-40bf-a178-956d-b00d17313ce1,49434,21
2018-12-14 07:00:12.831,181218225152226,18121407,XBTUSD,Buy,100,3272,PlusTick,02726b87-655e-f81e-e03c-1c80ed5ff45c,49534,22
2018-12-14 07:00:22.400,181218225152226,18121407,XBTUSD,Sell,163,3271.5,ZeroMinusTick,6ec24aeb-dfe9-90ae-1645-ca1d1cdb533a,49697,23
2018-12-14 07:00:22.997,181218225152226,18121407,XBTUSD,Sell,780,3271.5,ZeroMinusTick,34df4b05-a8fb-a4ae-cdd1-40e42ee3c300,50477,24
2018-12-14 07:00:05.416,181218225152226,18121407,XBTUSD,Buy,6001,3272,ZeroPlusTick,91cd2c03-9b06-5380-e6aa-d553b04dc07a,56478,25
2018-12-14 07:00:07.237,181218225152226,18121407,XBTUSD,Sell,983,3271.5,ZeroMinusTick,8e465744-3a23-924f-81f1-6fe9fcc7695b,57461,26
2018-12-14 07:00:07.359,181218225152226,18121407,XBTUSD,Sell,10057,3271.5,ZeroMinusTick,d1fea0cc-8902-517a-cd86-a72ec22e7f57,67518,27
2018-12-14 07:00:07.359,181218225152226,18121407,XBTUSD,Sell,13331,3271.5,ZeroMinusTick,898f6aa1-c97b-b75d-3ccc-1dbbbf5cc243,80849,28
2018-12-14 07:00:10.114,181218225152226,18121407,XBTUSD,Buy,1000,3272,PlusTick,5c45ff42-aee9-4bf9-6cad-8d95eef97533,81849,29
2018-12-14 07:00:03.587,181218225152226,18121407,XBTUSD,Buy,5538,3272,ZeroPlusTick,e245a07b-3ae4-36fb-5141-e2aeffcd6768,87387,30
2018-12-14 07:00:03.629,181218225152226,18121407,XBTUSD,Sell,458,3271.5,MinusTick,29f0abb3-bf4b-1d63-a627-3f5caedcc07d,87845,31
2018-12-14 07:00:03.780,181218225152226,18121407,XBTUSD,Sell,8,3271.5,ZeroMinusTick,5bf2d2eb-76a7-360b-70db-2d7efe60c816,87853,32
2018-12-14 07:00:05.428,181218225152226,18121407,XBTUSD,Sell,248,3271.5,MinusTick,dbede229-966f-cbcf-3424-e381e6a6526b,88101,33
2018-12-14 07:00:07.359,181218225152226,18121407,XBTUSD,Sell,163,3271.5,ZeroMinusTick,a6cd686d-b7b4-0391-abbb-f26712990f14,88264,34
2018-12-14 07:00:07.359,181218225152226,18121407,XBTUSD,Sell,16,3271.5,ZeroMinusTick,c86d1f54-f917-f016-f7b1-e497c52d7499,88280,35
2018-12-14 07:00:09.200,181218225152226,18121407,XBTUSD,Sell,350,3271.5,ZeroMinusTick,cc4201d1-44cc-318c-987f-ff859aa7acb4,88630,36
2018-12-14 07:00:10.181,181218225152226,18121407,XBTUSD,Buy,1000,3272,ZeroPlusTick,17ea14c2-55a9-4e45-db68-79baf2d4b9b2,89630,37
2018-12-14 07:00:10.991,181218225152226,18121407,XBTUSD,Sell,16,3271.5,ZeroMinusTick,76b8d6e9-1b00-2fbd-1a9d-2f8c2734ff59,89646,38
2018-12-14 07:00:10.991,181218225152226,18121407,XBTUSD,Sell,10,3271.5,ZeroMinusTick,f0bf354c-cfc6-e91f-67ef-8e51ca303e65,89656,39
2018-12-14 07:00:19.154,181218225152226,18121407,XBTUSD,Buy,17,3272,PlusTick,9bed2876-b4e7-2c2a-82e1-b34e4344350f,89673,40
2018-12-14 07:00:06.277,181218225152226,18121407,XBTUSD,Buy,10,3272,PlusTick,007e23db-8e8a-a113-fb42-a7187eb69217,89683,41
2018-12-14 07:00:07.359,181218225152226,18121407,XBTUSD,Sell,1000,3271.5,ZeroMinusTick,9cbc7b73-eeb0-9bdb-2d92-b783a82cf071,90683,42
2018-12-14 07:00:07.359,181218225152226,18121407,XBTUSD,Sell,250,3271.5,ZeroMinusTick,6de3297e-f823-763b-f74b-910a11510407,90933,43
2018-12-14 07:00:08.002,181218225152226,18121407,XBTUSD,Sell,250,3271.5,ZeroMinusTick,722a759c-a48c-a81b-e8d6-2a3020bfd470,91183,44
2018-12-14 07:00:10.991,181218225152227,18121407,XBTUSD,Sell,25000,3271.5,ZeroMinusTick,25aec6a9-96c8-e90f-b4e2-56f657473f72,116183,45
2018-12-14 07:00:21.829,181218225152227,18121407,XBTUSD,Sell,1000,3271.5,ZeroMinusTick,9c787905-0c5b-9c9c-e0dc-12ff015fb916,117183,46
2018-12-14 07:00:22.400,181218225152227,18121407,XBTUSD,Sell,1010,3271.5,ZeroMinusTick,36c64662-0ac6-7c31-90d5-4c4364531676,118193,47
2018-12-14 07:00:24.072,181218225152227,18121407,XBTUSD,Sell,25000,3271.5,ZeroMinusTick,815d7fab-ebbe-4b36-1e05-81d5d0018940,143193,48
2018-12-14 07:00:25.206,181218225152227,18121407,XBTUSD,Sell,1000,3271.5,ZeroMinusTick,35b939df-757f-25d6-6e05-182362e9a55d,144193,49
2018-12-14 07:00:07.359,181218225152227,18121407,XBTUSD,Sell,50000,3271.5,ZeroMinusTick,094f4132-6c2a-d649-75df-1fc536de5d73,194193,50
2018-12-14 07:00:07.359,181218225152227,18121407,XBTUSD,Sell,250,3271.5,ZeroMinusTick,fddacf23-42cb-744d-c5cc-c71863135045,194443,51
