id,timestamp,hour,symbol,bidPrice,bidSize,askPrice,askSize,midPrice,microPrice
9684430,2019-01-06T02:00:04.321Z,19010602,XBTUSD,3787.5,455452,3788,32193,3787.75,3788
9684429,2019-01-06T02:00:03.948Z,19010602,XBTUSD,3787.5,455420,3788,32193,3787.75,3788
9684486,2019-01-06T02:00:04.429Z,19010602,XBTUSD,3787.5,555952,3788,31668,3787.75,3788
9684497,2019-01-06T02:00:04.703Z,19010602,XBTUSD,3787.5,560249,3788,47068,3787.75,3788
9684509,2019-01-06T02:00:05.306Z,19010602,XBTUSD,3787.5,548345,3788,49404,3787.75,3788
9684536,2019-01-06T02:00:05.566Z,19010602,XBTUSD,3787.5,544268,3788,62681,3787.75,3788
9684546,2019-01-06T02:00:05.827Z,19010602,XBTUSD,3787.5,545117,3788,84057,3787.75,3788
9684585,2019-01-06T02:00:06.755Z,19010602,XBTUSD,3787.5,542932,3788,73117,3787.75,3788
9684423,2019-01-06T02:00:03.694Z,19010602,XBTUSD,3787.5,454158,3788,32243,3787.75,3788
9684433,2019-01-06T02:00:04.369Z,19010602,XBTUSD,3787.5,455952,3788,32168,3787.75,3788
9684489,2019-01-06T02:00:04.525Z,19010602,XBTUSD,3787.5,553967,3788,31668,3787.75,3788
9684495,2019-01-06T02:00:04.665Z,19010602,XBTUSD,3787.5,554075,3788,47068,3787.75,3788
9684511,2019-01-06T02:00:05.312Z,19010602,XBTUSD,3787.5,548846,3788,49494,3787.75,3788
9684519,2019-01-06T02:00:05.408Z,19010602,XBTUSD,3787.5,522613,3788,61985,3787.75,3788
9684537,2019-01-06T02:00:05.596Z,19010602,XBTUSD,3787.5,544268,3788,62682,3787.75,3788
9684545,2019-01-06T02:00:05.800Z,19010602,XBTUSD,3787.5,545117,3788,81807,3787.75,3788
9684426,2019-01-06T02:00:03.765Z,19010602,XBTUSD,3787.5,454373,3788,32193,3787.75,3788
9684493,2019-01-06T02:00:04.611Z,19010602,XBTUSD,3787.5,553917,3788,45268,3787.75,3788
9684502,2019-01-06T02:00:04.928Z,19010602,XBTUSD,3787.5,555187,3788,49319,3787.75,3788
9684513,2019-01-06T02:00:05.321Z,19010602,XBTUSD,3787.5,518615,3788,55694,3787.75,3788
9684540,2019-01-06T02:00:05.656Z,19010602,XBTUSD,3787.5,540268,3788,62623,3787.75,3788
9684550,2019-01-06T02:00:05.902Z,19010602,XBTUSD,3787.5,545117,3788,75770,3787.75,3788
9684587,2019-01-06T02:00:06.791Z,19010602,XBTUSD,3787.5,552961,3788,73117,3787.75,3788
9684604,2019-01-06T02:00:06.986Z,19010602,XBTUSD,3787.5,552561,3788,72917,3787.75,3788
9684610,2019-01-06T02:00:07.133Z,19010602,XBTUSD,3787.5,554577,3788,69106,3787.75,3788
9684625,2019-01-06T02:00:07.399Z,19010602,XBTUSD,3787.5,559526,3788,65248,3787.75,3788
9684422,2019-01-06T02:00:02.915Z,19010602,XBTUSD,3787.5,454158,3788,32242,3787.75,3788
9684427,2019-01-06T02:00:03.805Z,19010602,XBTUSD,3787.5,455394,3788,32193,3787.75,3788
9684499,2019-01-06T02:00:04.825Z,19010602,XBTUSD,3787.5,559247,3788,49318,3787.75,3788
9684507,2019-01-06T02:00:05.142Z,19010602,XBTUSD,3787.5,548345,3788,55520,3787.75,3788
9684518,2019-01-06T02:00:05.392Z,19010602,XBTUSD,3787.5,517613,3788,61985,3787.75,3788
9684538,2019-01-06T02:00:05.634Z,19010602,XBTUSD,3787.5,540268,3788,62682,3787.75,3788
9684549,2019-01-06T02:00:05.889Z,19010602,XBTUSD,3787.5,545117,3788,69569,3787.75,3788
9684581,2019-01-06T02:00:05.993Z,19010602,XBTUSD,3787.5,544229,3788,77270,3787.75,3788
9684611,2019-01-06T02:00:07.189Z,19010602,XBTUSD,3787.5,554577,3788,66856,3787.75,3788
9684621,2019-01-06T02:00:07.349Z,19010602,XBTUSD,3787.5,554914,3788,65248,3787.75,3788
9684654,2019-01-06T02:00:07.484Z,19010602,XBTUSD,3787.5,559546,3788,65279,3787.75,3788
9684425,2019-01-06T02:00:03.758Z,19010602,XBTUSD,3787.5,454258,3788,32193,3787.75,3788
9684488,2019-01-06T02:00:04.453Z,19010602,XBTUSD,3787.5,555972,3788,31668,3787.75,3788
9684501,2019-01-06T02:00:04.849Z,19010602,XBTUSD,3787.5,555187,3788,49318,3787.75,3788
9684505,2019-01-06T02:00:04.973Z,19010602,XBTUSD,3787.5,551852,3788,55519,3787.75,3788
9684517,2019-01-06T02:00:05.380Z,19010602,XBTUSD,3787.5,517613,3788,57485,3787.75,3788
9684533,2019-01-06T02:00:05.442Z,19010602,XBTUSD,3787.5,548476,3788,61986,3787.75,3788
9684543,2019-01-06T02:00:05.719Z,19010602,XBTUSD,3787.5,540268,3788,81757,3787.75,3788
9684580,2019-01-06T02:00:05.970Z,19010602,XBTUSD,3787.5,544198,3788,77270,3787.75,3788
9684615,2019-01-06T02:00:07.273Z,19010602,XBTUSD,3787.5,554604,3788,67046,3787.75,3788
9684622,2019-01-06T02:00:07.373Z,19010602,XBTUSD,3787.5,555496,3788,65248,3787.75,3788
9684431,2019-01-06T02:00:04.329Z,19010602,XBTUSD,3787.5,455952,3788,32193,3787.75,3788
9684494,2019-01-06T02:00:04.631Z,19010602,XBTUSD,3787.5,553917,3788,47068,3787.75,3788
9684503,2019-01-06T02:00:04.937Z,19010602,XBTUSD,3787.5,555187,3788,55519,3787.75,3788
9684512,2019-01-06T02:00:05.314Z,19010602,XBTUSD,3787.5,518615,3788,49494,3787.75,3788
9684534,2019-01-06T02:00:05.505Z,19010602,XBTUSD,3787.5,548476,3788,52346,3787.75,3788
9684547,2019-01-06T02:00:05.845Z,19010602,XBTUSD,3787.5,545117,3788,84037,3787.75,3788
9684606,2019-01-06T02:00:07.002Z,19010602,XBTUSD,3787.5,554537,3788,72918,3787.75,3788
9684616,2019-01-06T02:00:07.282Z,19010602,XBTUSD,3787.5,554604,3788,67047,3787.75,3788
9684619,2019-01-06T02:00:07.337Z,19010602,XBTUSD,3787.5,555606,3788,65248,3787.75,3788
9684658,2019-01-06T02:00:07.607Z,19010602,XBTUSD,3787.5,529747,3788,65233,3787.75,3788
9684688,2019-01-06T02:00:08.615Z,19010602,XBTUSD,3787.5,521267,3788,57087,3787.75,3788
9684424,2019-01-06T02:00:03.706Z,19010602,XBTUSD,3787.5,454158,3788,32193,3787.75,3788
9684491,2019-01-06T02:00:04.592Z,19010602,XBTUSD,3787.5,553967,3788,43468,3787.75,3788
9684500,2019-01-06T02:00:04.841Z,19010602,XBTUSD,3787.5,559197,3788,49318,3787.75,3788
9684506,2019-01-06T02:00:04.976Z,19010602,XBTUSD,3787.5,548345,3788,55519,3787.75,3788
9684516,2019-01-06T02:00:05.359Z,19010602,XBTUSD,3787.5,517613,3788,55685,3787.75,3788
9684531,2019-01-06T02:00:05.428Z,19010602,XBTUSD,3787.5,526924,3788,61985,3787.75,3788
9684548,2019-01-06T02:00:05.865Z,19010602,XBTUSD,3787.5,545117,3788,84038,3787.75,3788
9684586,2019-01-06T02:00:06.764Z,19010602,XBTUSD,3787.5,542961,3788,73117,3787.75,3788
9684605,2019-01-06T02:00:06.991Z,19010602,XBTUSD,3787.5,554537,3788,72917,3787.75,3788
