id,timestamp,hour,symbol,side,size,price,tickDirection,trdMatchID,volTime,tickTime
2819414,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,3994,3795,ZeroMinusTick,9a9d1ed7-259f-7375-d904-845586056595,3994,1
2819425,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,125,3795,ZeroMinusTick,c6974659-68ce-e83a-2f1a-84db61415e6a,4119,2
2819439,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,54,3795,ZeroMinusTick,e563c496-6d1a-2a47-802b-4625429fdbd1,4173,3
2819445,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,4,3795,ZeroMinusTick,f7165939-20d5-cadd-4e60-33b8e9a607ba,4177,4
2819469,2019-01-06T04:00:05.996Z,19010604,XBTUSD,Sell,30,3795,ZeroMinusTick,e2cc470b-e0ed-c510-45ce-2ab7e594afc9,4207,5
2819472,2019-01-06T04:00:05.996Z,19010604,XBTUSD,Sell,94,3795,ZeroMinusTick,4c3614f1-56c2-7035-c94d-ee72307ac321,4301,6
2819521,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,75,3795.5,ZeroPlusTick,5636a5ed-2c92-b286-acc4-10e5e5a58b3f,4376,7
2819523,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,163,3795.5,ZeroPlusTick,9cc316b4-5805-2e83-3af1-7413973f9484,4539,8
2819533,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,189,3795.5,ZeroPlusTick,fc141527-a29b-9860-63f4-6434ae9b81f3,4728,9
2819543,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,1100,3795.5,ZeroPlusTick,04904dc3-5e26-c1dd-eed8-54f2e9e88b21,5828,10
2819552,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,33,3795.5,ZeroPlusTick,a360616e-65d4-67e6-1a18-82ae76de4a35,5861,11
2819562,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,20716,3795.5,ZeroPlusTick,32c7e3ab-dd0b-f271-c659-383d22353fdc,26577,12
2819416,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,6250,3795,ZeroMinusTick,abf57886-7db0-ccf8-8998-861749514f92,32827,13
2819424,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,2956,3795,ZeroMinusTick,372e830c-bc7f-fdf0-715f-d32e65dc7c6c,35783,14
2819433,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,33,3795,ZeroMinusTick,80e841f3-27c2-44a0-0b96-1c85c31ae4b2,35816,15
2819448,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,40000,3795,ZeroMinusTick,b8de888b-a11c-b5e5-7c35-f2559da6d6e1,75816,16
2819457,2019-01-06T04:00:05.715Z,19010604,XBTUSD,Sell,171,3795,ZeroMinusTick,5272670d-a147-a9a2-b687-e0ce8c40a135,75987,17
2819458,2019-01-06T04:00:05.842Z,19010604,XBTUSD,Buy,140,3795.5,PlusTick,358de9d0-66b9-3312-a8fa-c49c6b77a896,76127,18
2819459,2019-01-06T04:00:05.963Z,19010604,XBTUSD,Sell,30,3795,MinusTick,0ea71f74-be3d-0d77-426d-d6659541ee67,76157,19
2819461,2019-01-06T04:00:05.996Z,19010604,XBTUSD,Sell,2413,3795,ZeroMinusTick,fac11cdb-7f03-51a1-f706-d23526b8228e,78570,20
2819471,2019-01-06T04:00:05.996Z,19010604,XBTUSD,Sell,94,3795,ZeroMinusTick,acb30dcd-bd43-32e7-690a-2d676b09e023,78664,21
2819502,2019-01-06T04:00:09.783Z,19010604,XBTUSD,Sell,30,3795,MinusTick,06e34ff7-62c3-e94a-fa18-1355ca5f0dbf,78694,22
2819518,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,115,3795.5,ZeroPlusTick,31d021aa-e89f-b8b9-aea1-700c4b46b482,78809,23
2819529,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,7,3795.5,ZeroPlusTick,4becc734-9c61-5019-a669-967faf82cdc2,78816,24
2819535,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,2000,3795.5,ZeroPlusTick,c2b6b09f-033a-bbe3-2225-c7f18ff6159b,80816,25
2819547,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,120,3795.5,ZeroPlusTick,19c77d7b-214a-d677-ff66-6fcc0cfe208d,80936,26
2819560,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,50,3795.5,ZeroPlusTick,f2f56ebb-3009-503c-8d42-8b26965c0921,80986,27
2819572,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,268,3795.5,ZeroPlusTick,7bd979dd-71b6-331c-0b25-dabd8cc7528e,81254,28
2819583,2019-01-06T04:00:12.947Z,19010604,XBTUSD,Sell,209,3795,ZeroMinusTick,5997b0b5-e9dc-ec02-61e8-4a59fc600041,81463,29
2819587,2019-01-06T04:00:13.117Z,19010604,XBTUSD,Buy,894,3795.5,PlusTick,45c33c43-7ae6-0470-c197-91579d71a9b9,82357,30
2819597,2019-01-06T04:00:13.243Z,19010604,XBTUSD,Sell,2000,3795,ZeroMinusTick,0091b85c-6784-7ddd-03b2-925c4d97d394,84357,31
2819608,2019-01-06T04:00:13.349Z,19010604,XBTUSD,Sell,3842,3795,ZeroMinusTick,1d41d562-6562-d890-726f-5820a61acd15,88199,32
2819611,2019-01-06T04:00:13.561Z,19010604,XBTUSD,Sell,806,3795,ZeroMinusTick,e4b4a7df-54f0-e5e0-ee43-168c6290e353,89005,33
2819621,2019-01-06T04:00:13.720Z,19010604,XBTUSD,Sell,20,3795,ZeroMinusTick,3ba13412-bfc2-40e5-f841-8411fda276f0,89025,34
2819420,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,109,3795,ZeroMinusTick,faf74525-b41f-6066-5c64-6612758d9625,89134,35
2819430,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,10,3795,ZeroMinusTick,68c7a46f-8fda-7d17-749d-3f31472817b0,89144,36
2819436,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,15,3795,ZeroMinusTick,e4d48cd9-820f-3840-199f-b05112926aa5,89159,37
2819450,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,249,3795,ZeroMinusTick,eca6c14b-adef-66b9-e861-9195544a0e51,89408,38
2819466,2019-01-06T04:00:05.996Z,19010604,XBTUSD,Sell,50,3795,ZeroMinusTick,b06a1959-fc7c-c4ee-0d14-a66064f4c68a,89458,39
2819476,2019-01-06T04:00:05.996Z,19010604,XBTUSD,Sell,10,3795,ZeroMinusTick,c23cde1e-322f-5bf0-507c-bcd6f6c5b15a,89468,40
2819499,2019-01-06T04:00:09.409Z,19010604,XBTUSD,Sell,1169,3795,MinusTick,5f691f8b-99ec-1ea0-c0e2-c8dafb9c5a96,90637,41
2819514,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,502,3795.5,ZeroPlusTick,5a5aa75e-f804-2844-5176-cda9ad20871b,91139,42
2819527,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,1835,3795.5,ZeroPlusTick,5c1e90e7-d9b3-a05e-2692-40524541a1f1,92974,43
2819537,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,3000,3795.5,ZeroPlusTick,085f6260-c712-97b8-4a62-4ddc48f8b513,95974,44
2819548,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,41,3795.5,ZeroPlusTick,09c87255-963e-5e7b-d1c9-c1a98048c075,96015,45
2819561,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,1000,3795.5,ZeroPlusTick,27056fb2-9e5f-29b2-ca16-78876375b874,97015,46
2819570,2019-01-06T04:00:11.805Z,19010604,XBTUSD,Buy,568,3795.5,ZeroPlusTick,aba41999-2b50-9266-aafc-3f882487b38b,97583,47
2819580,2019-01-06T04:00:12.710Z,19010604,XBTUSD,Buy,400,3795.5,PlusTick,ddd24a07-7057-85cc-ea2c-a9b6241daf6e,97983,48
2819598,2019-01-06T04:00:13.243Z,19010604,XBTUSD,Sell,50,3795,ZeroMinusTick,f486c3ee-ce0d-eef1-71c9-4da11add0e01,98033,49
2819614,2019-01-06T04:00:13.699Z,19010604,XBTUSD,Sell,1332,3795,ZeroMinusTick,a8b7e6bc-ea70-5b3a-9177-e28953229dce,99365,50
2819625,2019-01-06T04:00:13.720Z,19010604,XBTUSD,Sell,500,3795,ZeroMinusTick,cf5c5438-0ab3-fa92-9dc8-50083cd0b9bb,99865,51
2819633,2019-01-06T04:00:13.778Z,19010604,XBTUSD,Sell,10,3795,ZeroMinusTick,2cd93b74-250e-3d5a-36c5-9694c2686d84,99875,52
2819643,2019-01-06T04:00:13.778Z,19010604,XBTUSD,Sell,29,3794.5,ZeroMinusTick,42f9471a-4f33-86e4-26e7-c829f7adf123,99904,53
2819665,2019-01-06T04:00:15.627Z,19010604,XBTUSD,Sell,3673,3794.5,ZeroMinusTick,3385bb52-16af-6699-75df-8179a60271bc,103577,54
2819679,2019-01-06T04:00:16.010Z,19010604,XBTUSD,Sell,1803,3794.5,ZeroMinusTick,c536e9c2-a511-2f0e-9bb0-3aaf4897ca86,105380,55
2819701,2019-01-06T04:00:21.270Z,19010604,XBTUSD,Sell,2000,3794.5,ZeroMinusTick,2fb66b43-5e0d-96dc-6a13-8dffcc10439d,107380,56
2819709,2019-01-06T04:00:21.270Z,19010604,XBTUSD,Sell,9965,3794.5,ZeroMinusTick,f6248802-78ec-4dfe-a6bf-029fd28845e7,117345,57
2819415,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,2000,3795,ZeroMinusTick,355faa46-1440-00f0-6698-dc9779959e90,119345,58
2819429,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,10,3795,ZeroMinusTick,61611d8c-b333-4323-af34-8575e35e7117,119355,59
2819437,2019-01-06T04:00:05.424Z,19010604,XBTUSD,Sell,10,3795,ZeroMinusTick,52bd8ea6-bebd-8d8d-5f73-c9bccd3b4ace,119365,60
