id,timestamp,hour,symbol,side,size,price,tickDirection,trdMatchID,volTime,tickTime
3019218,2019-01-06T13:00:05.360Z,19010613,XBTUSD,Sell,5,3811.5,ZeroMinusTick,9387ad03-14aa-9ad3-7cc3-3c6c762df99b,5,1
3019222,2019-01-06T13:00:05.944Z,19010613,XBTUSD,Sell,900,3811.5,ZeroMinusTick,ac31e79d-588f-aefe-24e9-70ae9eda9a1b,905,2
3019251,2019-01-06T13:00:08.373Z,19010613,XBTUSD,Sell,300,3811.5,ZeroMinusTick,b547d7e6-ef03-fbda-62a8-2a83b46bc1e7,1205,3
3019258,2019-01-06T13:00:09.692Z,19010613,XBTUSD,Sell,15691,3811.5,ZeroMinusTick,5242255a-a84b-b045-b7a6-0ac8f73769d3,16896,4
3019247,2019-01-06T13:00:08.350Z,19010613,XBTUSD,Sell,5000,3811.5,ZeroMinusTick,a07b7edc-ac8e-09ca-b4bf-126a6f475a13,21896,5
3019266,2019-01-06T13:00:09.837Z,19010613,XBTUSD,Sell,518,3811.5,MinusTick,d3c883d4-00b9-b8f9-2807-5864505ff634,22414,6
3019291,2019-01-06T13:00:12.099Z,19010613,XBTUSD,Sell,50,3811.5,MinusTick,5daca055-5b61-2270-c77d-3f4eedd218c7,22464,7
3019292,2019-01-06T13:00:12.305Z,19010613,XBTUSD,Sell,547,3811.5,ZeroMinusTick,bf651a35-5615-cfb2-d24a-dbe47cd3b072,23011,8
3019216,2019-01-06T13:00:05.249Z,19010613,XBTUSD,Sell,850,3811.5,ZeroMinusTick,feae82a1-8644-bee9-f03d-091ad20d8c41,23861,9
3019243,2019-01-06T13:00:08.282Z,19010613,XBTUSD,Sell,18576,3811.5,ZeroMinusTick,b9f21f2e-a4aa-c1ab-ea6d-2d1cfe83583f,42437,10
3019246,2019-01-06T13:00:08.350Z,19010613,XBTUSD,Sell,5000,3811.5,ZeroMinusTick,81d4ea7f-e1e3-f59f-adf6-a5b3a6a2e8d8,47437,11
3019255,2019-01-06T13:00:09.129Z,19010613,XBTUSD,Sell,10000,3811.5,ZeroMinusTick,22498876-986b-ff6a-9643-74956d40efc8,57437,12
3019267,2019-01-06T13:00:09.837Z,19010613,XBTUSD,Sell,2,3811.5,ZeroMinusTick,f7aa8151-5d11-c91b-050a-6ba355848f46,57439,13
3019274,2019-01-06T13:00:10.759Z,19010613,XBTUSD,Sell,2000,3811.5,ZeroMinusTick,b0e671b6-7042-9faf-5ca2-21dffff69a77,59439,14
3019301,2019-01-06T13:00:15.710Z,19010613,XBTUSD,Sell,10,3811.5,ZeroMinusTick,64ebafa8-5712-edda-d7c5-5c7a39a23b6b,59449,15
3019312,2019-01-06T13:00:15.776Z,19010613,XBTUSD,Sell,750,3811.5,ZeroMinusTick,2d8d013d-607e-39d5-c6e4-caa695c42181,60199,16
3019322,2019-01-06T13:00:15.776Z,19010613,XBTUSD,Sell,568,3811.5,ZeroMinusTick,50a1e881-6060-820d-4e8a-9af3d8a6c891,60767,17
3019350,2019-01-06T13:00:18.402Z,19010613,XBTUSD,Sell,10,3811.5,ZeroMinusTick,ccf2b5eb-c4e5-a70b-efa7-763ccb13f932,60777,18
3019379,2019-01-06T13:00:19.842Z,19010613,XBTUSD,Sell,522,3811.5,ZeroMinusTick,72a35d2a-c86c-9be6-64db-78dd20054dd8,61299,19
3019400,2019-01-06T13:00:25.616Z,19010613,XBTUSD,Sell,50,3811.5,ZeroMinusTick,f63d5e2f-94da-97d8-44d7-a7e04819ac8e,61349,20
3019410,2019-01-06T13:00:25.616Z,19010613,XBTUSD,Sell,100,3811.5,ZeroMinusTick,93a86a4b-c300-428f-3dbd-9c0c45d1cc3c,61449,21
3019419,2019-01-06T13:00:25.616Z,19010613,XBTUSD,Sell,6000,3811.5,ZeroMinusTick,1ed0b813-2e52-86e0-897b-1582622744a9,67449,22
3019423,2019-01-06T13:00:25.616Z,19010613,XBTUSD,Sell,10,3811.5,ZeroMinusTick,50c5e3e3-beb5-1e51-91f5-dba53a959564,67459,23
3019432,2019-01-06T13:00:25.616Z,19010613,XBTUSD,Sell,470,3811,ZeroMinusTick,a388e9fb-8689-93b6-67c3-6520f55f6b80,67929,24
3019194,2019-01-06T13:00:04.304Z,19010613,XBTUSD,Buy,50,3812,PlusTick,33d6b179-aaea-6c7d-f40b-f175b4b49936,67979,25
