id,timestamp,hour,symbol,side,size,price,tickDirection,trdMatchID,volTime,tickTime
2802243,2019-01-06T03:00:10.375Z,19010603,XBTUSD,Buy,189,3793.5,ZeroPlusTick,e3f356d8-7b77-3748-6c3b-9808913a152f,189,1
2802255,2019-01-06T03:00:10.375Z,19010603,XBTUSD,Buy,2000,3793.5,ZeroPlusTick,5fab5a9b-4dbc-7ca1-2115-7e5308d4c679,2189,2
2802208,2019-01-06T03:00:03.032Z,19010603,XBTUSD,Sell,175,3793,MinusTick,afe06739-5938-03ba-862f-9c1b5a8dea7b,2364,3
2802210,2019-01-06T03:00:03.298Z,19010603,XBTUSD,Buy,189,3793.5,ZeroPlusTick,615d4e9d-1bca-09b8-15a4-6de4123c8568,2553,4
2802212,2019-01-06T03:00:03.387Z,19010603,XBTUSD,Buy,50,3793.5,ZeroPlusTick,a9ce1465-7efa-3b26-22f4-38176cdb891b,2603,5
2802213,2019-01-06T03:00:03.429Z,19010603,XBTUSD,Buy,111,3793.5,ZeroPlusTick,d7124a34-16ed-8b31-0c20-829fde8c44a8,2714,6
2802249,2019-01-06T03:00:10.375Z,19010603,XBTUSD,Buy,500,3793.5,ZeroPlusTick,e40073f8-99d9-e2a6-0ed6-d81e23f4bc84,3214,7
2802256,2019-01-06T03:00:10.375Z,19010603,XBTUSD,Buy,2000,3793.5,ZeroPlusTick,4d784f81-4ce0-18be-ca00-c9c0bbb8ac8d,5214,8
2802211,2019-01-06T03:00:03.298Z,19010603,XBTUSD,Buy,1375,3793.5,ZeroPlusTick,b1de682f-cf0d-9e2c-da27-8c47eb139731,6589,9
2802214,2019-01-06T03:00:03.492Z,19010603,XBTUSD,Buy,20,3793.5,ZeroPlusTick,e11a8423-93fe-8740-51c7-687b3bb50e42,6609,10
2802237,2019-01-06T03:00:08.908Z,19010603,XBTUSD,Buy,2000,3793.5,ZeroPlusTick,e34e4bf5-bfba-8e45-5aab-9df16a5ba190,8609,11
2802206,2019-01-06T03:00:02.924Z,19010603,XBTUSD,Buy,500,3793.5,ZeroPlusTick,b10120b6-6b19-b3f1-e733-27392b6957e9,9109,12
2802209,2019-01-06T03:00:03.298Z,19010603,XBTUSD,Buy,7,3793.5,PlusTick,1f0ebe56-100b-71ff-e1d8-4786594f3793,9116,13
2802242,2019-01-06T03:00:10.375Z,19010603,XBTUSD,Buy,120,3793.5,ZeroPlusTick,539d1b1a-3ff7-4d67-e5a8-4fbd78a9ac4f,9236,14
2802252,2019-01-06T03:00:10.375Z,19010603,XBTUSD,Buy,50,3793.5,ZeroPlusTick,8ee90f0f-700e-a6a7-2663-942bd763467e,9286,15
2802272,2019-01-06T03:00:12.367Z,19010603,XBTUSD,Buy,1000,3793.5,ZeroPlusTick,d1fccfea-cf50-5e01-2020-03f432e000c6,10286,16
2802304,2019-01-06T03:00:15.241Z,19010603,XBTUSD,Sell,20,3793,MinusTick,900d9df0-10bb-e355-b9d8-d67130833941,10306,17
2802305,2019-01-06T03:00:15.359Z,19010603,XBTUSD,Buy,4,3793.5,PlusTick,e5aba003-f98c-2ee1-0653-e93d98bc97f3,10310,18
2802306,2019-01-06T03:00:15.431Z,19010603,XBTUSD,Buy,200,3793.5,ZeroPlusTick,410bd79c-c44d-8877-57e8-41df8b7a1665,10510,19
