id,timestamp,hour,symbol,bidPrice,bidSize,askPrice,askSize,midPrice,microPrice
9788205,2019-01-06T03:00:02.891Z,19010603,XBTUSD,3793,496522,3793.5,41979,3793.25,3793.5
9788212,2019-01-06T03:00:02.921Z,19010603,XBTUSD,3793,496678,3793.5,42420,3793.25,3793.5
9788227,2019-01-06T03:00:03.429Z,19010603,XBTUSD,3793,482588,3793.5,20118,3793.25,3793.5
9788231,2019-01-06T03:00:03.488Z,19010603,XBTUSD,3793,482588,3793.5,24194,3793.25,3793.5
9788202,2019-01-06T03:00:02.880Z,19010603,XBTUSD,3793,500022,3793.5,41979,3793.25,3793.5
9788216,2019-01-06T03:00:02.943Z,19010603,XBTUSD,3793,486425,3793.5,41920,3793.25,3793.5
9788219,2019-01-06T03:00:02.964Z,19010603,XBTUSD,3793,482687,3793.5,42220,3793.25,3793.5
9788229,2019-01-06T03:00:03.473Z,19010603,XBTUSD,3793,482588,3793.5,24118,3793.25,3793.5
9788254,2019-01-06T03:00:03.542Z,19010603,XBTUSD,3793,482598,3793.5,24272,3793.25,3793.5
9788257,2019-01-06T03:00:03.635Z,19010603,XBTUSD,3793,467484,3793.5,26752,3793.25,3793.5
9788271,2019-01-06T03:00:04.184Z,19010603,XBTUSD,3793,460140,3793.5,83197,3793.25,3793.5
9788313,2019-01-06T03:00:07.875Z,19010603,XBTUSD,3793,471246,3793.5,174543,3793.25,3793.5
9788319,2019-01-06T03:00:08.636Z,19010603,XBTUSD,3793,468346,3793.5,174544,3793.25,3793.5
9788339,2019-01-06T03:00:10.205Z,19010603,XBTUSD,3793,2778346,3793.5,170044,3793.25,3793.5
9788348,2019-01-06T03:00:10.739Z,19010603,XBTUSD,3793,2776361,3793.5,163092,3793.25,3793.5
9788203,2019-01-06T03:00:02.884Z,19010603,XBTUSD,3793,497606,3793.5,41979,3793.25,3793.5
9788210,2019-01-06T03:00:02.914Z,19010603,XBTUSD,3793,494678,3793.5,42429,3793.25,3793.5
9788221,2019-01-06T03:00:03.237Z,19010603,XBTUSD,3793,482512,3793.5,21850,3793.25,3793.5
9788232,2019-01-06T03:00:03.492Z,19010603,XBTUSD,3793,482588,3793.5,24174,3793.25,3793.5
9788264,2019-01-06T03:00:03.880Z,19010603,XBTUSD,3793,457040,3793.5,27814,3793.25,3793.5
9788268,2019-01-06T03:00:03.980Z,19010603,XBTUSD,3793,459720,3793.5,27774,3793.25,3793.5
9788300,2019-01-06T03:00:06.245Z,19010603,XBTUSD,3793,471167,3793.5,82428,3793.25,3793.5
9788312,2019-01-06T03:00:07.809Z,19010603,XBTUSD,3793,471246,3793.5,174542,3793.25,3793.5
9788323,2019-01-06T03:00:08.707Z,19010603,XBTUSD,3793,2768346,3793.5,174545,3793.25,3793.5
9788345,2019-01-06T03:00:10.647Z,19010603,XBTUSD,3793,2776361,3793.5,162901,3793.25,3793.5
9788364,2019-01-06T03:00:11.702Z,19010603,XBTUSD,3793,2778837,3793.5,163326,3793.25,3793.5
9788376,2019-01-06T03:00:12.216Z,19010603,XBTUSD,3793,2849695,3793.5,161329,3793.25,3793.5
9788410,2019-01-06T03:00:13.782Z,19010603,XBTUSD,3793,2849695,3793.5,103366,3793.25,3793.5
9788416,2019-01-06T03:00:14.102Z,19010603,XBTUSD,3793,2849695,3793.5,103159,3793.25,3793.5
9788201,2019-01-06T03:00:02.631Z,19010603,XBTUSD,3793,502414,3793.5,41979,3793.25,3793.5
9788208,2019-01-06T03:00:02.900Z,19010603,XBTUSD,3793,495470,3793.5,42229,3793.25,3793.5
9788218,2019-01-06T03:00:02.958Z,19010603,XBTUSD,3793,482687,3793.5,41920,3793.25,3793.5
9788228,2019-01-06T03:00:03.467Z,19010603,XBTUSD,3793,482588,3793.5,22118,3793.25,3793.5
9788260,2019-01-06T03:00:03.716Z,19010603,XBTUSD,3793,467484,3793.5,26764,3793.25,3793.5
9788267,2019-01-06T03:00:03.912Z,19010603,XBTUSD,3793,457065,3793.5,27774,3793.25,3793.5
9788277,2019-01-06T03:00:04.509Z,19010603,XBTUSD,3793,455140,3793.5,83415,3793.25,3793.5
9788299,2019-01-06T03:00:06.213Z,19010603,XBTUSD,3793,471167,3793.5,82391,3793.25,3793.5
9788318,2019-01-06T03:00:08.173Z,19010603,XBTUSD,3793,468246,3793.5,174544,3793.25,3793.5
9788344,2019-01-06T03:00:10.419Z,19010603,XBTUSD,3793,2776346,3793.5,162901,3793.25,3793.5
9788352,2019-01-06T03:00:10.937Z,19010603,XBTUSD,3793,2776421,3793.5,163256,3793.25,3793.5
9788369,2019-01-06T03:00:11.832Z,19010603,XBTUSD,3793,2779655,3793.5,161327,3793.25,3793.5
9788197,2019-01-06T03:00:02.610Z,19010603,XBTUSD,3793,536213,3793.5,41979,3793.25,3793.5
9788207,2019-01-06T03:00:02.897Z,19010603,XBTUSD,3793,496522,3793.5,42229,3793.25,3793.5
9788217,2019-01-06T03:00:02.950Z,19010603,XBTUSD,3793,485022,3793.5,41920,3793.25,3793.5
9788223,2019-01-06T03:00:03.308Z,19010603,XBTUSD,3793,482522,3793.5,20279,3793.25,3793.5
9788261,2019-01-06T03:00:03.778Z,19010603,XBTUSD,3793,464484,3793.5,26764,3793.25,3793.5
9788274,2019-01-06T03:00:04.217Z,19010603,XBTUSD,3793,460140,3793.5,83216,3793.25,3793.5
9788288,2019-01-06T03:00:05.464Z,19010603,XBTUSD,3793,471140,3793.5,82396,3793.25,3793.5
9788317,2019-01-06T03:00:08.091Z,19010603,XBTUSD,3793,471246,3793.5,174544,3793.25,3793.5
9788343,2019-01-06T03:00:10.375Z,19010603,XBTUSD,3793,2776346,3793.5,145345,3793.25,3793.5
9788349,2019-01-06T03:00:10.826Z,19010603,XBTUSD,3793,2776361,3793.5,163136,3793.25,3793.5
9788362,2019-01-06T03:00:11.659Z,19010603,XBTUSD,3793,2776837,3793.5,163325,3793.25,3793.5
9788381,2019-01-06T03:00:12.811Z,19010603,XBTUSD,3793,2849695,3793.5,111964,3793.25,3793.5
9788408,2019-01-06T03:00:13.405Z,19010603,XBTUSD,3793,2849695,3793.5,112866,3793.25,3793.5
9788200,2019-01-06T03:00:02.627Z,19010603,XBTUSD,3793,511582,3793.5,41979,3793.25,3793.5
9788215,2019-01-06T03:00:02.937Z,19010603,XBTUSD,3793,489945,3793.5,41920,3793.25,3793.5
9788226,2019-01-06T03:00:03.387Z,19010603,XBTUSD,3793,482588,3793.5,20229,3793.25,3793.5
9788258,2019-01-06T03:00:03.671Z,19010603,XBTUSD,3793,467484,3793.5,26753,3793.25,3793.5
9788270,2019-01-06T03:00:04.168Z,19010603,XBTUSD,3793,459740,3793.5,83197,3793.25,3793.5
9788302,2019-01-06T03:00:06.464Z,19010603,XBTUSD,3793,471207,3793.5,82428,3793.25,3793.5
9788320,2019-01-06T03:00:08.642Z,19010603,XBTUSD,3793,468346,3793.5,174592,3793.25,3793.5
9788335,2019-01-06T03:00:09.530Z,19010603,XBTUSD,3793,2768346,3793.5,173043,3793.25,3793.5
9788341,2019-01-06T03:00:10.214Z,19010603,XBTUSD,3793,2776346,3793.5,170045,3793.25,3793.5
9788353,2019-01-06T03:00:10.943Z,19010603,XBTUSD,3793,2776421,3793.5,163736,3793.25,3793.5
9788367,2019-01-06T03:00:11.751Z,19010603,XBTUSD,3793,2778789,3793.5,161327,3793.25,3793.5
9788374,2019-01-06T03:00:12.205Z,19010603,XBTUSD,3793,2779695,3793.5,161328,3793.25,3793.5
9788417,2019-01-06T03:00:14.112Z,19010603,XBTUSD,3793,2849695,3793.5,103139,3793.25,3793.5
9788439,2019-01-06T03:00:15.999Z,19010603,XBTUSD,3793,2779865,3793.5,102340,3793.25,3793.5
9788460,2019-01-06T03:00:16.534Z,19010603,XBTUSD,3793,2778876,3793.5,103340,3793.25,3793.5
9788487,2019-01-06T03:00:17.993Z,19010603,XBTUSD,3793,2783906,3793.5,94742,3793.25,3793.5
9788500,2019-01-06T03:00:18.603Z,19010603,XBTUSD,3793,2783906,3793.5,94745,3793.25,3793.5
9788507,2019-01-06T03:00:19.310Z,19010603,XBTUSD,3793,2779898,3793.5,94148,3793.25,3793.5
9788206,2019-01-06T03:00:02.892Z,19010603,XBTUSD,3793,496522,3793.5,42179,3793.25,3793.5
9788214,2019-01-06T03:00:02.935Z,19010603,XBTUSD,3793,494485,3793.5,41920,3793.25,3793.5
9788220,2019-01-06T03:00:03.032Z,19010603,XBTUSD,3793,482512,3793.5,42220,3793.25,3793.5
9788259,2019-01-06T03:00:03.675Z,19010603,XBTUSD,3793,467484,3793.5,26763,3793.25,3793.5
9788272,2019-01-06T03:00:04.198Z,19010603,XBTUSD,3793,460140,3793.5,83214,3793.25,3793.5
9788279,2019-01-06T03:00:04.711Z,19010603,XBTUSD,3793,455140,3793.5,83396,3793.25,3793.5
9788289,2019-01-06T03:00:05.610Z,19010603,XBTUSD,3793,471157,3793.5,82396,3793.25,3793.5
9788301,2019-01-06T03:00:06.462Z,19010603,XBTUSD,3793,471187,3793.5,82428,3793.25,3793.5
9788311,2019-01-06T03:00:07.725Z,19010603,XBTUSD,3793,471246,3793.5,125875,3793.25,3793.5
9788324,2019-01-06T03:00:08.777Z,19010603,XBTUSD,3793,2768346,3793.5,175040,3793.25,3793.5
9788342,2019-01-06T03:00:10.237Z,19010603,XBTUSD,3793,2776346,3793.5,170345,3793.25,3793.5
9788351,2019-01-06T03:00:10.861Z,19010603,XBTUSD,3793,2776411,3793.5,163256,3793.25,3793.5
9788365,2019-01-06T03:00:11.705Z,19010603,XBTUSD,3793,2778837,3793.5,163327,3793.25,3793.5
9788379,2019-01-06T03:00:12.743Z,19010603,XBTUSD,3793,2849695,3793.5,111962,3793.25,3793.5
